Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning (FW),Home State,OPEN,Gender-Neutral,132310,132310
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering,All India,OPEN,Gender-Neutral,303560,1163824
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering,Home State,EWS,Gender-Neutral,784036,1355268
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering,Home State,OBC-NCL,Gender-Neutral,1027725,1307281
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),614185,1201637
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering,Home State,OPEN,Gender-Neutral,265444,1427744
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering,Home State,SC,Gender-Neutral,1169582,1169582
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Civil Engineering (FW),Home State,OPEN,Gender-Neutral,366311,366311
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),All India,OPEN,Gender-Neutral,299696,589382
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),Home State,EWS,Female-only (including Supernumerary),788010,943478
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),Home State,EWS,Gender-Neutral,1112861,1166338
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OBC-NCL,Female-only (including Supernumerary),800176,1421227
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OBC-NCL,Gender-Neutral,635346,1271270
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OPEN,Female-only (including Supernumerary),724546,724546
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OPEN,Gender-Neutral,1112861,1382761
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science (Hindi) (FW),Home State,OPEN,Gender-Neutral,169259,198515
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),385697,385697
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,310527,315387
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),401867,441884
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,296535,332702
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),330587,336341
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,272645,278356
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),612571,612571
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,1101235,1109960
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,ST,Gender-Neutral,808234,808234
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,94499,128679
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,EWS,Female-only (including Supernumerary),494966,524201
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,455709,474909
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),541730,543579
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,484143,508051
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),438320,450174
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,411076,421842
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,SC,Female-only (including Supernumerary),1313178,1313178
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,823598,897915
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,143069,143069
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),309772,309772
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,EWS,Gender-Neutral,253323,253464
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),269555,269555
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,258590,258590
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),222729,224511
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,179289,179289
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN (PwD),Gender-Neutral,856824,856824
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),412281,412281
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,SC,Gender-Neutral,704493,732700
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering,Home State,ST,Gender-Neutral,877967,877967
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female-only (including Supernumerary),396325,396325
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Gender-Neutral,367749,374779
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OBC-NCL,Female-only (including Supernumerary),413670,466442
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OBC-NCL,Gender-Neutral,400965,404883
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Female-only (including Supernumerary),353818,360440
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Gender-Neutral,337501,345066
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN (PwD),Gender-Neutral,529589,529589
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Female-only (including Supernumerary),1197873,1197873
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Gender-Neutral,996468,1230844
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN,Gender-Neutral,136653,136653
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,121700,121700
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,115788,2111147
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,EWS,Female-only (including Supernumerary),806617,806617
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,EWS,Gender-Neutral,924177,1027712
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),808203,1250855
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OBC-NCL,Gender-Neutral,997796,997796
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OPEN,Female-only (including Supernumerary),776883,1430886
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,763611,1218866
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,SC,Female-only (including Supernumerary),776883,776883
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical & Electronics Engineering (FW),Home State,OPEN,Gender-Neutral,303258,303258
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,All India,OPEN,Gender-Neutral,321972,1091863
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,Home State,EWS,Female-only (including Supernumerary),876512,876512
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,Home State,EWS,Gender-Neutral,921419,1027897
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,Home State,OBC-NCL,Gender-Neutral,916971,1030034
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,Home State,OPEN,Female-only (including Supernumerary),316137,875488
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,Home State,OPEN,Gender-Neutral,921419,1387719
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering,Home State,SC,Gender-Neutral,793959,793959
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electrical Engineering (FW),Home State,OPEN,Gender-Neutral,302099,302099
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),All India,OPEN,Gender-Neutral,334269,724492
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,EWS,Female-only (including Supernumerary),764724,764724
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,EWS,Gender-Neutral,783938,923021
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,OBC-NCL,Female-only (including Supernumerary),961434,961434
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,OBC-NCL,Gender-Neutral,824080,1226148
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,OPEN,Female-only (including Supernumerary),743547,900324
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,OPEN,Gender-Neutral,734087,1263148
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology),Home State,SC,Gender-Neutral,861565,861565
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics Engineering (VLSI Design and Technology) (FW),Home State,OPEN,Gender-Neutral,166846,222069
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),All India,OPEN,Gender-Neutral,216118,914068
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,EWS,Female-only (including Supernumerary),589359,589359
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,EWS,Gender-Neutral,756444,839001
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,OBC-NCL,Female-only (including Supernumerary),608699,940465
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,OBC-NCL,Gender-Neutral,732056,1189124
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,OPEN,Female-only (including Supernumerary),811858,922163
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,OPEN,Gender-Neutral,631057,1293404
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology),Home State,SC,Gender-Neutral,506552,972733
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication (Advanced Communication Technology) (FW),Home State,OPEN,Gender-Neutral,179807,179807
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,139290,243239
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,EWS,Female-only (including Supernumerary),1422258,1422258
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,EWS,Gender-Neutral,1281353,1281353
